name,url,description
Platoon,"http://ia.media-imdb.com/images/M/MV5BMjgzMjZmODItNTM4ZS00ZjUzLTlmZjYtOTVjYmQ5ZGY2NzY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.
Fahrenheit 9/11,"http://ia.media-imdb.com/images/M/MV5BMjAyODU1NzM0NF5BMl5BanBnXkFtZTcwNjI1MjYyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.
Butch Cassidy and the Sundance Kid,"http://ia.media-imdb.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Two Western bank and train robbers flee to Bolivia when the law gets too close.
Mary Poppins,"http://ia.media-imdb.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
Ordinary People,"http://ia.media-imdb.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son."
Around the World in 80 Days,"http://ia.media-imdb.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","To win a bet, an eccentric British inventor beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly 80 days."
West Side Story,"http://ia.media-imdb.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
Caddyshack,"http://ia.media-imdb.com/images/M/MV5BY2I1NWE2NzctNzNkYS00Nzg5LWEwZTQtN2I3Nzk3MTQwMDY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.
The Brothers,"http://ia.media-imdb.com/images/M/MV5BMjA3OTM2NDM3NV5BMl5BanBnXkFtZTYwNjA3NjU3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Four friends begin to question women and relationships when one of them announces impending nuptials.
The Wood,"http://ia.media-imdb.com/images/M/MV5BMjE2MDYxMzI0MV5BMl5BanBnXkFtZTcwOTU3NzYyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","While dealing with a friend's cold feet on his wedding day, a writer reminisces about his youth with his best friends."
The Usual Suspects,"http://ia.media-imdb.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
A Nightmare on Elm Street 5: The Dream Child,"http://ia.media-imdb.com/images/M/MV5BM2E3YzFhOGItZjRiOC00MTExLTg0YzctOGJmZmMyMTEwMDVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world."
Van Wilder: Party Liaison,"http://ia.media-imdb.com/images/M/MV5BMTM4YjQxYzAtNzAyNy00Zjk1LTk4ZTMtNTUwNTBjMWY1M2IwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.
The Wrestler,"http://ia.media-imdb.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
Duel in the Sun,"http://ia.media-imdb.com/images/M/MV5BYzQ5NzAwZjktMDU3Ny00OGY4LTkzYjMtZDA0Y2YxMmVlYmMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad."
Best in Show,"http://ia.media-imdb.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A colorful array of characters compete at a national dog show.
Escape from New York,"http://ia.media-imdb.com/images/M/MV5BMTUzMTY0Nzg0MV5BMl5BanBnXkFtZTgwMDU3MzQxMDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
School Daze,"http://ia.media-imdb.com/images/M/MV5BODQzYzI5OTctMTAzMi00YWQ3LTliNWEtMmY2NjkzYTdiNGIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A not so popular young man wants to pledge to a popular fraternity at his historically black college.
Daddy Day Camp,"http://ia.media-imdb.com/images/M/MV5BMTM1NTUyMTExMF5BMl5BanBnXkFtZTcwNzk0MDI1MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp."
Mr. Nice Guy,"http://ia.media-imdb.com/images/M/MV5BY2I4MzA0M2UtMGNlOS00NjgzLThmNDYtMThlODczNTk5ZWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.
A Mighty Wind,"http://ia.media-imdb.com/images/M/MV5BMTI5MDAwMTg1OV5BMl5BanBnXkFtZTYwMzg0MDI3._V1_UY268_CR0,0,182,268_AL__QL50.jpg",Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.
Mystic Pizza,"http://ia.media-imdb.com/images/M/MV5BMTU1NDk1MTkzMF5BMl5BanBnXkFtZTcwMzY0MDQ1NA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.
War & Peace,"http://ia.media-imdb.com/images/M/MV5BMTk3NzY5NTg3M15BMl5BanBnXkFtZTcwODQ5MjQ4MQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner."
Sliding Doors,"http://ia.media-imdb.com/images/M/MV5BMjU3YzkzNzItNjc5Mi00ZTg3LWFlYmYtYTc4OGYwODA3OTY5XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel."
Tales from the Hood,"http://ia.media-imdb.com/images/M/MV5BMDZjYTMzZDEtYjJkNS00MTI1LTgyZDctM2FlYjk2NDMyNTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.
The Last King of Scotland,"http://ia.media-imdb.com/images/M/MV5BMjM1NTkxNjkzMl5BMl5BanBnXkFtZTgwNDgwMDAxMzE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970's.
Halloween 5,"http://ia.media-imdb.com/images/M/MV5BZWE2YTU2ZjMtZjRjOS00NjQ3LWIyYzItMTk2N2YxMjY1ZGRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",One year after the events of
Bernie,"http://ia.media-imdb.com/images/M/MV5BMTk2NDEwODU5M15BMl5BanBnXkFtZTcwNDMwNzc0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp."
Dolphins and Whales 3D: Tribes of the Ocean,"http://ia.media-imdb.com/images/M/MV5BMTIyMjIyMTI5NV5BMl5BanBnXkFtZTcwMDgyMzc1MQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas, the love ..."
Pollock,"http://ia.media-imdb.com/images/M/MV5BZDU0NjJkNGQtOGY0ZS00MTEyLTk4NDEtODA5MTc4NGY1NjZkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A film about the life and career of the American painter, Jackson Pollock."
200 Cigarettes,"http://ia.media-imdb.com/images/M/MV5BNzhmMTdjNTEtYjk5OC00NTgzLThmNWYtZDU2YTVkNWQ0M2YyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses."
The Words,"http://ia.media-imdb.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.
Casa de mi Padre,"http://ia.media-imdb.com/images/M/MV5BODE1MDYzNjA0NF5BMl5BanBnXkFtZTcwNjY2MTgyNw@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","Scheming on a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord."
City Island,"http://ia.media-imdb.com/images/M/MV5BMTM1MTY2Mjk0Nl5BMl5BanBnXkFtZTcwMDYxODkxMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought ..."
The Guard,"http://ia.media-imdb.com/images/M/MV5BMTY2ODkzMDgwM15BMl5BanBnXkFtZTcwMDA1Mjg1OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.
College,"http://ia.media-imdb.com/images/M/MV5BMTc4Mjc1NzIxOF5BMl5BanBnXkFtZTcwMjEzMjc3MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.
The Virgin Suicides,"http://ia.media-imdb.com/images/M/MV5BNTMyMjI3MmItODIzNS00OWNiLWE5NTQtYmNhNGNlOTYyYWExXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid-1970s."
Little Voice,"http://ia.media-imdb.com/images/M/MV5BN2Y0YjdmODMtODNlOS00MDE0LWE0ZGUtZjRkMjMyMTU4MzhhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend."
Miss March,"http://ia.media-imdb.com/images/M/MV5BMTY0MDg5NzY1N15BMl5BanBnXkFtZTcwMDYyNjUyMg@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his ...
Wish I Was Here,"http://ia.media-imdb.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career."
Simply Irresistible,"http://ia.media-imdb.com/images/M/MV5BMDQxOTA5NmQtYjQ0MS00MjI1LWIxYTEtNWY1YThjMTUzNDFhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams."
Veronica Mars,"http://ia.media-imdb.com/images/M/MV5BNDY1NTBjZjEtYTk4YS00Y2MwLTk3MWUtNWMyMmRlYjlmNzRmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY268_CR15,0,182,268_AL__QL50.jpg","After her best friend is murdered, and her father is removed as county Sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune."
Hedwig and the Angry Inch,"http://ia.media-imdb.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A transgender punk-rock girl from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
Only the Strong,"http://ia.media-imdb.com/images/M/MV5BNzljYzQyNTMtNTdmZC00ZTM2LWJjN2YtMDNiOGI4Nzg1NThkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian martial art, capoeira, Stevens pledges to ..."
Goddess of Love,"http://ia.media-imdb.com/images/M/MV5BODQxMDUyMDY3Nl5BMl5BanBnXkFtZTgwODMzNjIzNzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A mentally unstable woman begins a volatile descent into madness when she suspects her lover has left her for another woman.
Shattered Glass,"http://ia.media-imdb.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_UY268_CR0,0,182,268_AL__QL50.jpg",The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.
Novocaine,"http://ia.media-imdb.com/images/M/MV5BMTI1MDQzNTM0NV5BMl5BanBnXkFtZTcwNDUxNTMyMQ@@._V1_UY268_CR6,0,182,268_AL__QL50.jpg",A dentist finds himself a murder suspect after a sexy patient seduces him & steals all of the drugs from his practice.
The Business of Strangers,"http://ia.media-imdb.com/images/M/MV5BODc3ODcwMTc1MV5BMl5BanBnXkFtZTcwMDQ1OTEzMQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",Two businesswomen bond and reveal their inner natures while getting carried away on a revenge attack against an accused rapist.
The Wild Bunch,"http://ia.media-imdb.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
The Wackness,"http://ia.media-imdb.com/images/M/MV5BOTkwNDkzMDI1Ml5BMl5BanBnXkFtZTcwMTc1OTA3MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","It's the summer of 1994, and the streets of New York are pulsing with hip-hop. Set against this backdrop, a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City, trading it with his unorthodox psychotherapist for treatment, while having a crush on his stepdaughter."
The Great Train Robbery,"http://ia.media-imdb.com/images/M/MV5BOWE4M2UwNWEtODFjOS00M2JiLTlhOGQtNTljZjI5ZTZlM2MzXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train."
Morvern Callar,"http://ia.media-imdb.com/images/M/MV5BMTBjZmUxOTctYTM0Ni00ZjI0LTk5MDEtZWE2YzdlYzA5MzBmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","After her beloved husband's suicide, a mourning supermarket worker and her best friend hit the road in Scotland, but find that grief is something that you can't run away from forever."
Beastmaster 2: Through the Portal of Time,"http://ia.media-imdb.com/images/M/MV5BNTQ0OGUwMmQtNDM0Ni00YTkxLWI4M2YtZDQxNTJmMjVjN2EzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Dar is a warrior who can talk to the beasts. He is forced to travel to Earth to stop his evil brother from stealing an atomic bomb and turning their native land from a desert into, well - a desert."
The 5th Quarter,"http://ia.media-imdb.com/images/M/MV5BZTgxMTNkYTQtMGY5ZS00ZjYwLWI1MWItZWVkNDJiYjk4ZTY2XkEyXkFqcGdeQXVyMjMxNjM0NDE@._V1_UY268_CR147,0,182,268_AL__QL50.jpg",Mockumentary series chronicling the greatest untold and untrue stories in sports history.
The Flower of Evil,"http://ia.media-imdb.com/images/M/MV5BODA1ODJmY2ItOWNiMC00MjA0LWE4NTYtMWU3NGQzNTlmMDQ2XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","Three generations of a wealthy Bordeaux family are caught in the crossfire when Anne decides to run for mayor, thanks to a political pamphlet that revives an old murder scandal."
The Greatest,"http://ia.media-imdb.com/images/M/MV5BMTgxNjE2OTQ0N15BMl5BanBnXkFtZTcwMDk5NjgyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A drama that is centered around a troubled teenage girl, and a family that is trying to get over the loss of their son."
Snow Flower and the Secret Fan,"http://ia.media-imdb.com/images/M/MV5BMTU2NzEzNTYzNl5BMl5BanBnXkFtZTcwOTU4MTA3NA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A story set in nineteenth-century China and focusing on the life-long friendship between two girls who develop their own secret code as a way to contend with the rigid social norms imposed on women.
Come Early Morning,"http://ia.media-imdb.com/images/M/MV5BMjEzMDc0NjI5Nl5BMl5BanBnXkFtZTcwOTExMjA0MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A 30-something southern woman searches for love, despite the burdens she carries with her."
Lucky Break,"http://ia.media-imdb.com/images/M/MV5BMTk5NzM2NTY2Ml5BMl5BanBnXkFtZTcwMTI4NzIyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Under the leadership of a small-time bank robber, British inmates hatch a plan to escape by staging a musical."
Julia,nan,nan
"Surfer, Dude","http://ia.media-imdb.com/images/M/MV5BMTQ1MzU1OTQ4NV5BMl5BanBnXkFtZTcwODY1NzM5MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A wave twisting tale of a soul searching surfer experiencing an existential crisis.
Lake of Fire,"http://ia.media-imdb.com/images/M/MV5BMTc4NTQxMTEzNF5BMl5BanBnXkFtZTcwMTQ4NTI1MQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",A graphic documentary on both sides of the abortion debate.
11:14,"http://ia.media-imdb.com/images/M/MV5BODVmZGQxYjgtOGRhMi00NTg4LTk4NzMtNzU1NjE2NzU1MmZjXkEyXkFqcGdeQXVyMjc5MjU2MDk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The events leading up to an 11:14 p.m. car crash, from five very different perspectives."
Men of War,"http://ia.media-imdb.com/images/M/MV5BZmQ4YzhiMDQtMDYyYS00ZDY2LWJlZjQtYWQzODA2ODQ1YmJmL2ltYWdlXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.
Don McKay,"http://ia.media-imdb.com/images/M/MV5BMTY4OTYyNDY3Nl5BMl5BanBnXkFtZTcwNTUzNjIyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Don McKay, a high school janitor who leaves his hometown after a tragedy, returns 25 years later to rekindle a romance with his old flame, who is dying, but this homecoming brings McKay more than he bargained for."
Deadfall,"http://ia.media-imdb.com/images/M/MV5BMTM3ODIwODYxOF5BMl5BanBnXkFtZTcwNTU5MjcxOA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration."
A Shine of Rainbows,"http://ia.media-imdb.com/images/M/MV5BMjE4ODc3MDQ0NV5BMl5BanBnXkFtZTcwMjI3NTkyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A lonely orphan's life is transformed by an extraordinary woman who teaches him to conquer grief and discover the magic in nature and himself.
The Hit List,"http://ia.media-imdb.com/images/M/MV5BMTM4ODQyNDM3Nl5BMl5BanBnXkFtZTcwNjY3MTk1NA@@._V1_UY268_CR24,0,182,268_AL__QL50.jpg",A disgruntled man creates a hit list with a stranger during a drunken night out and must then race to try to save those he marked for extermination as the bodies begin to pile up and all fingers point to him.
Emma,"http://ia.media-imdb.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love."
Videodrome,"http://ia.media-imdb.com/images/M/MV5BNzdlNDk0YTMtNWJjOS00NzhlLThiOTAtZDUyOWNkNDQ2NmU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When he acquires a different kind of show for his station, a sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a terrifying new reality."
L'auberge espagnole,"http://ia.media-imdb.com/images/M/MV5BYzZkMWY5M2ItOTA1Yi00MWQ0LWE4OTgtNWY1YmE0NjQyOTdlXkEyXkFqcGdeQXVyMjc4MjcxNzI@._V1_UY268_CR8,0,182,268_AL__QL50.jpg","A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship."
Song One,"http://ia.media-imdb.com/images/M/MV5BMjM4NDM5NDI1OV5BMl5BanBnXkFtZTgwMDQ4NjE0MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A young woman strikes up a relationship with her ailing brother's favorite musician.
Murder by Numbers,"http://ia.media-imdb.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two gifted high school students execute a ""perfect"" murder - then become engaged in an intellectual contest with a seasoned homicide detective."
Winter in Wartime,"http://ia.media-imdb.com/images/M/MV5BMTY1MTU3NTM0M15BMl5BanBnXkFtZTcwMTgxNjk5MQ@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","In the Nazi-occupied Netherlands, a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot."
Freaky Deaky,"http://ia.media-imdb.com/images/M/MV5BMjExNDM1ODAyNF5BMl5BanBnXkFtZTcwMzgwNDk5Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Set in 1974, a pair of '60s radicals rely on their bomb-making skills on their way to becoming capitalists."
The Train,"http://ia.media-imdb.com/images/M/MV5BNTc2MmJhYzYtOTY2Zi00YWJlLTkzNDYtYWFjYzVhYjQzNGM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo."
Trade of Innocents,"http://ia.media-imdb.com/images/M/MV5BMjMyMTk3NzIwM15BMl5BanBnXkFtZTcwNzQ5NDMzOA@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",A couple grieving the loss of their own daughter set out to rescue young girls sold into the sex slave trade.
The Protector,"http://ia.media-imdb.com/images/M/MV5BOWNjYmEzNzgtNjk1Yi00Njg0LWEyY2UtNmViOTE5NDk0MzZkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UY268_CR16,0,182,268_AL__QL50.jpg",A young man discovers that he has special powers. Now it is necessary to learn to use these forces in order to protect the city and all humanity against the dark forces that want to destroy...
Stiff Upper Lips,"http://ia.media-imdb.com/images/M/MV5BNGRiMzZjZjctYWY0Ny00Zjg1LThkYzktODcxOGQwNmYzYzNjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Aunt Agnes vainly tries to force Emily to marry boring Cedric by taking them to Italy and India hoping that Emily will forget about the handsome George.
The Inbetweeners,"http://ia.media-imdb.com/images/M/MV5BMzNjZGYyNjMtMWE0NS00NzhlLWFjZmItOGQ1MGJmYWMzOWNhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",Follows four friends and their antics during their final years of school.
Bend It Like Beckham,"http://ia.media-imdb.com/images/M/MV5BMTg1Njk5NjczM15BMl5BanBnXkFtZTYwNjc2NTQ3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.
Sunshine State,"http://ia.media-imdb.com/images/M/MV5BYzEwYTQ3OTMtODgzMS00N2EyLWE0ZGMtMThlNWMxOTYyNThhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development."
Crossover,"http://ia.media-imdb.com/images/M/MV5BMTU4NDg4MjUyMV5BMl5BanBnXkFtZTcwNzIzNTQzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A naturally talented basketball player, Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med, rather than succumb to the lure of former sports agent..."
Khiladi 786,"http://ia.media-imdb.com/images/M/MV5BMWZkZmI5NTItMmM1YS00NDZmLWE2MTQtYmNhMDBjYzIwY2NiXkEyXkFqcGdeQXVyNjAwODQ2NzI@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",The underachieving son of a marriage bureau owner attempts to marry a don's daughter to a supposed police officer in an effort to prove his worth to his father.
[Rec] 2,"http://ia.media-imdb.com/images/M/MV5BMTI4MjQ1MDE1MV5BMl5BanBnXkFtZTcwNzIxMDk0Mw@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","In order to ascertain the current situation inside, a supposed medical officer and a GEO team step into the quarantined and ill-fated apartment building."
Standing Ovation,"http://ia.media-imdb.com/images/M/MV5BNDQ0NjYwNDk5M15BMl5BanBnXkFtZTcwMzgzMDk0Mw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","About a group of friends competing in a national tween music video contest. Enter a world of hilarious adventures, original songs and never before seen dance routines. You will be left believing in the power of childhood dreams."
